"row_id","cgid","label","description"
1303,15238,"RO","Read Only"
1304,15239,"RD","Dietitian"
1305,15240,"RO","Read Only"
1307,15242,"RN",""
1308,15243,"RO","Read Only"
1312,15247,"RO","Read Only"
1314,15249,"RO","Read Only"
1315,15250,"Res",""
1316,15251,"MD","Attending"
1317,15252,"MD","Attending"
1318,15253,"MD",""
1322,15257,"MD",""
1323,15258,"MD",""
1324,15259,"MD",""
1325,15260,"MD",""
1326,15261,"MD",""
1327,15262,"RN",""
1328,15263,"MD",""
1329,15264,"MD",""
1331,15266,"RPh","Pharmacist"
1335,15270,"MD",""
1336,15271,"RO","Read Only"
1337,15272,"RO","Read Only"
1338,15273,"RO","Read Only"
1340,15275,"RRT",""
1342,15277,"RPh",""
1343,15278,"RT",""
1345,15280,"RN",""
1346,15281,"RPh",""
1347,15282,"MD",""
1348,15283,"RN",""
1350,15285,"RN","RN"
1353,15288,"Rehab","Rehabilitation"
1354,15289,"RO","Read Only"
1355,15290,"Res","Resident/Fellow/PA/NP"
1356,15291,"RO","Read Only"
1357,15292,"UCO","UCO"
1358,15293,"MD",""
1359,15294,"MD",""
1361,15296,"MD",""
1362,15297,"MD",""
1363,15298,"RO","Read Only"
1365,15300,"RN",""
1366,15301,"RN",""
1367,15302,"RO","Read Only"
1368,15303,"RO","Read Only"
1369,15304,"RO","Read Only"
1370,15305,"MD",""
1371,15306,"MD",""
1372,15307,"MDs",""
1373,15308,"RN","RN"
1374,15309,"Res","Resident/Fellow/PA/NP"
1375,15310,"RO","Read Only"
1376,15311,"RO","Read Only"
1379,15314,"RN",""
1380,15315,"RO","Read Only"
1381,15316,"RO","Read Only"
1382,15317,"RN",""
1383,15318,"RD,LDN","Dietitian"
1384,15319,"RO","Read Only"
1385,15320,"RN",""
1386,15321,"MD",""
1388,15323,"RN","RN"
1390,15325,"RO","Read Only"
1391,15326,"MDs","Resident/Fellow/PA/NP"
1392,15327,"MD","Resident/Fellow/PA/NP"
1393,15328,"MD",""
1395,15330,"",""
1396,15331,"",""
1397,15332,"SW","Social Worker"
1400,15335,"RN","RN"
1401,15336,"Res","Resident/Fellow/PA/NP"
1402,15337,"Admin","Administrator"
1403,15338,"MD",""
1404,15339,"MD","Attending"
1405,15340,"Res","Resident/Fellow/PA/NP"
1406,15341,"Res","Resident/Fellow/PA/NP"
1408,15343,"Rehab","Rehabilitation"
1409,15344,"Res","Resident/Fellow/PA/NP"
1410,15345,"Res","Resident/Fellow/PA/NP"
1411,15346,"Res","Resident/Fellow/PA/NP"
1414,15349,"Res","Resident/Fellow/PA/NP"
1415,15350,"3874","Resident/Fellow/PA/NP"
1417,15352,"RN","RN"
1418,15353,"RO","Read Only"
1419,15354,"PCA",""
1422,15357,"PA",""
1423,15358,"RO","Read Only"
1424,15359,"RO","Read Only"
1425,15360,"SW","Social Worker"
1426,15361,"RO","Read Only"
1428,15363,"Res","Resident/Fellow/PA/NP"
1432,15367,"MD","Attending"
1433,15368,"Res","Resident/Fellow/PA/NP"
1435,15370,"CCRN",""
1436,15371,"MD","Resident/Fellow/PA/NP"
1437,15372,"RN","RN"
1440,15375,"RPH","Pharmacist"
1441,15376,"SW","Social Worker"
1442,15377,"Res","Resident/Fellow/PA/NP"
1443,15378,"Res","Resident/Fellow/PA/NP"
1445,15380,"Res","Resident/Fellow/PA/NP"
1446,15381,"Res","Resident/Fellow/PA/NP"
1447,15382,"Admin","Administrator"
1448,15383,"PCT","PCT/NA"
1450,15385,"MD","Resident/Fellow/PA/NP"
1451,15386,"Rehab","Rehabilitation"
1454,15389,"MD","Read Only"
1455,15390,"MD",""
1456,15391,"RO","Read Only"
1457,15392,"RN",""
1458,15393,"RN",""
1459,15394,"RT","Respiratory"
1461,15396,"MD",""
1463,15398,"Res","Resident/Fellow/PA/NP"
1465,15400,"Rehab","Rehabilitation"
1466,15401,"RO","Read Only"
1467,15402,"RN",""
1468,15403,"MS",""
1469,15404,"RO","Read Only"
1470,15405,"RN","RN"
1471,15406,"PCT","PCT/NA"
1472,15407,"RN","RN"
1478,15413,"Res","Resident/Fellow/PA/NP"
1480,15415,"Res","Resident/Fellow/PA/NP"
1481,15416,"Res","Resident/Fellow/PA/NP"
1483,15418,"PCT","PCT/NA"
1484,15419,"RPH",""
1485,15420,"MD","Attending"
1488,15423,"UCO","UCO"
1489,15424,"Res","Resident/Fellow/PA/NP"
1490,15425,"RN",""
1491,15426,"Rehab","Rehabilitation"
1492,15427,"Res","Resident/Fellow/PA/NP"
1496,15431,"RN","RN"
1497,15432,"Rehab","Rehabilitation"
1501,15436,"Rehab","Rehabilitation"
1502,15437,"MD","Attending"
1504,15439,"RRT",""
1505,15440,"rn","RN"
1507,15442,"RN",""
1508,15443,"RN","RN"
1509,15444,"MD",""
1510,15445,"MD",""
1511,15446,"RO","Read Only"
1512,15447,"RN","RN"
1513,15448,"SNP",""
1514,15449,"RN",""
1515,15450,"Stu",""
1517,15452,"PCT","PCT/NA"
1518,15453,"RO","Read Only"
1520,15455,"RN",""
1523,15458,"Res","Resident/Fellow/PA/NP"
1524,15459,"PC","Pastoral Care"
1526,15461,"Rehab","Rehabilitation"
1527,15462,"RO","Read Only"
1530,15465,"Res","Resident/Fellow/PA/NP"
1531,15466,"RD","Dietitian"
1532,15467,"RO","Read Only"
1533,15468,"Res","Resident/Fellow/PA/NP"
1534,15469,"RN",""
1535,15470,"CM","Case Manager"
1537,15472,"Res","Resident/Fellow/PA/NP"
1538,15473,"Res","Resident/Fellow/PA/NP"
1540,15475,"MD",""
1541,15476,"RRT",""
1542,15477,"RN",""
1543,15478,"RO","Read Only"
1546,15481,"MD","Read Only"
1547,15482,"MS",""
1548,15483,"Res","Resident/Fellow/PA/NP"
1551,15486,"RTStu",""
1552,15487,"MDs","Resident/Fellow/PA/NP"
1553,15488,"RO","Read Only"
1554,15489,"MDs","Read Only"
1556,15491,"MD",""
1557,15492,"MD",""
1558,15493,"RO","Read Only"
1559,15494,"RO","Read Only"
1560,15495,"MD",""
1561,15496,"RO","Read Only"
1565,15500,"MD",""
1566,15501,"MDs","Read Only"
1567,15502,"MD",""
1568,15503,"MD",""
1570,15505,"MD",""
1572,15507,"MDs","Resident/Fellow/PA/NP"
1574,15509,"MDs",""
1576,15511,"MD","Attending"
1577,15512,"MedStu","Resident/Fellow/PA/NP"
1578,15513,"RO","Read Only"
1579,15514,"MD",""
1580,15515,"RO","Read Only"
1581,15516,"RO","Read Only"
1582,15517,"RO","Read Only"
1583,15518,"MD",""
1584,15519,"RO","Read Only"
1586,15521,"RN",""
1587,15522,"RN",""
1588,15523,"RD","Dietitian"
1590,15525,"RPh",""
1591,15526,"RN","RN"
1592,15527,"RN","RN"
1593,15528,"MS",""
1594,15529,"MD",""
1595,15530,"RN",""
1596,15531,"RO","Read Only"
1597,15532,"RO","Read Only"
1598,15533,"MDs",""
1599,15534,"MD",""
1601,15536,"Res","Resident/Fellow/PA/NP"
1602,15537,"Co-wkr",""
1603,15538,"RO","Read Only"
1604,15539,"MD","Read Only"
1605,15540,"RD","Dietitian"
1610,15545,"MD",""
1612,15547,"MS",""
1613,15548,"MD",""
1614,15549,"RO","Read Only"
1615,15550,"Res","Resident/Fellow/PA/NP"
1616,15551,"RD","Dietitian"
1617,15552,"RO","Read Only"
1618,15553,"Res","Resident/Fellow/PA/NP"
1619,15554,"RO","Read Only"
1620,15555,"RPh",""
1621,15556,"Admin","Administrator"
1622,15557,"MD",""
1623,15558,"MD",""
1626,15561,"MD","Read Only"
1627,15562,"RO","Read Only"
1628,15563,"MD",""
1629,15564,"RN","RN"
1630,15565,"RO","Read Only"
1631,15566,"MSII",""
1632,15567,"MD",""
1633,15568,"MD",""
1635,15570,"MD",""
1637,15572,"MD",""
1638,15573,"MD",""
1639,15574,"MD","Read Only"
1642,15577,"MDs","Resident/Fellow/PA/NP"
1644,15579,"MD","Read Only"
1645,15580,"MD",""
1178,15581,"RO","Read Only"
1179,15582,"SN","PCT/NA"
1180,15583,"RO","Read Only"
1181,15584,"MD",""
1183,15586,"ISSC","Administrator"
1184,15587,"MD",""
1186,15589,"MD",""
1187,15590,"RO","Read Only"
1190,15593,"RO","Read Only"
1192,15595,"RO","Read Only"
1193,15596,"RO","Read Only"
1194,15597,"RRT",""
1195,15598,"RO","Read Only"
1196,15599,"MDs","Read Only"
1198,15601,"RN",""
1199,15602,"RO","Read Only"
1200,15603,"RO","Read Only"
1201,15604,"MD",""
1203,15606,"MD","Read Only"
1204,15607,"MD",""
1205,15608,"MD",""
1206,15609,"MD",""
1207,15610,"RN",""
1208,15611,"MD",""
1210,15613,"RO","Read Only"
1211,15614,"RO","Read Only"
1212,15615,"MD","Read Only"
1213,15616,"RD Int",""
1214,15617,"RO","Read Only"
1216,15619,"Res","Resident/Fellow/PA/NP"
1218,15621,"RD","Dietitian"
1219,15622,"Res","Resident/Fellow/PA/NP"
1220,15623,"RN","RN"
1222,15625,NA,""
1223,15626,"RN","Resident/Fellow/PA/NP"
1224,15627,"RN","RN"
1226,15629,"RO","Read Only"
1227,15630,"RN",""
1228,15631,"MedStu",""
1230,15633,"UCO","UCO"
1232,15635,"PC","Pastoral Care"
1233,15636,"PC","Pastoral Care"
1234,15637,"Res","Resident/Fellow/PA/NP"
1238,15641,"RN",""
1239,15642,"SW","Social Worker"
1242,15645,"RN",""
1647,15647,"MD",""
1648,15648,"Res","Resident/Fellow/PA/NP"
1650,15650,"PT","Rehabilitation"
1653,15653,"RN","RN"
1654,15654,"RN","RN"
1656,15656,"RNBA","Case Manager"
1658,15658,"RNC",""
1660,15660,"MD",""
1661,15661,"RN","RN"
1662,15662,"Coor",""
1664,15664,"RO","Read Only"
1665,15665,"RO","Read Only"
1666,15666,"RN","RN"
1667,15667,"RN","RN"
1668,15668,"Admin","Read Only"
1669,15669,"RO","Read Only"
1671,15671,"RN",""
1672,15672,"UCO/PC",""
1675,15675,"RO","Read Only"
1676,15676,"MD",""
1677,15677,"RTStu",""
1678,15678,"RO","Read Only"
1681,15681,"MD",""
1682,15682,"MDs",""
1684,15684,"CoWker",""
1685,15685,"RO","Read Only"
1687,15687,"MD",""
1688,15688,"Res","Resident/Fellow/PA/NP"
1689,15689,"Res","Resident/Fellow/PA/NP"
1691,15691,"Rehab","Rehabilitation"
1694,15694,"Rn","RN"
1695,15695,"Rehab","Rehabilitation"
1697,15697,"MD",""
1698,15698,"MDs","Resident/Fellow/PA/NP"
1699,15699,"Res","Resident/Fellow/PA/NP"
1700,15700,"RO","Read Only"
1701,15701,"RO","Read Only"
1703,15703,"RPh",""
1704,15704,"RN","Read Only"
1705,15705,"RO","Read Only"
1706,15706,"RO","Read Only"
1709,15709,"RNs","RN"
1710,15710,"RN","Read Only"
1711,15711,"PCT","PCT/NA"
1712,15712,"RN",""
1713,15713,"RRT","Read Only"
1715,15715,"MDs","Read Only"
1716,15716,"MD",""
1717,15717,"RN","RN"
1718,15718,"UCO","UCO"
1719,15719,"MedSt",""
1720,15720,"RO","Read Only"
1721,15721,"RPH",""
1722,15722,"MD","Read Only"
1724,15724,"MD",""
1726,15726,"St",""
1727,15727,"Res","Resident/Fellow/PA/NP"
1728,15728,"PCT","PCT/NA"
1729,15729,"CoWker",""
1730,15730,"Res","Resident/Fellow/PA/NP"
1731,15731,"Rehab","Rehabilitation"
1732,15732,"Res","Resident/Fellow/PA/NP"
1734,15734,"",""
1737,15737,"MD",""
1738,15738,"Res","Resident/Fellow/PA/NP"
1739,15739,"MD","Attending"
1740,15740,"Res","Resident/Fellow/PA/NP"
1741,15741,"RN","RN"
1742,15742,"RO","Read Only"
1743,15743,"MD",""
1744,15744,"RT","Respiratory"
1747,15747,"MD",""
1749,15749,"RO","Read Only"
1750,15750,"MDs","Resident/Fellow/PA/NP"
1753,15753,"MD",""
1756,15756,"RO","Read Only"
1757,15757,"St",""
1762,15762,"RN",""
1766,15766,"MDs","Resident/Fellow/PA/NP"
1767,15767,"RN","RN"
1768,15768,"RO","Read Only"
1769,15769,"RPh","Pharmacist"
1771,15771,"RO","Read Only"
1773,15773,"Res","Resident/Fellow/PA/NP"
1775,15775,"MD",""
1777,15777,"Res","Resident/Fellow/PA/NP"
1778,15778,"MDS","Resident/Fellow/PA/NP"
1779,15779,"MD",""
1780,15780,"RO","Read Only"
1783,15783,"SRT",""
1784,15784,"RRT","Read Only"
1785,15785,"RO","Read Only"
1789,15789,"UCO","UCO"
1790,15790,"MD","Attending"
1792,15792,"Rehab","Rehabilitation"
1793,15793,"DRM",""
1794,15794,"MD",""
1795,15795,"RN","RN"
1796,15796,"RRT",""
1798,15798,"ISOPS","Administrator"
1800,15800,"RO","Read Only"
1803,15803,"RN","RN"
1804,15804,"RO","Read Only"
1805,15805,"RN","RN"
1806,15806,"RO","Read Only"
1808,15808,"RN",""
1809,15809,"RN","Read Only"
1812,15812,"RN",""
1813,15813,"RO","Read Only"
1814,15814,"RN","RN"
1815,15815,"RN","RN"
1818,15818,"LICSW",""
1819,15819,"RN","Read Only"
1821,15821,"RN",""
1824,15824,"RN",""
1825,15825,"MD","Attending"
1826,15826,"Rehab","Rehabilitation"
1828,15828,"Res","Resident/Fellow/PA/NP"
1829,15829,"PCT","UCO"
1830,15830,"RN","RN"
1831,15831,"UCO",""
1833,15833,"RN","RN"
1834,15834,"RRT","Respiratory"
1835,15835,"RPh",""
1837,15837,"RO","Read Only"
1838,15838,"RN",""
1839,15839,"RO","Read Only"
1840,15840,"RO","Read Only"
1842,15842,"Rehab","Rehabilitation"
1843,15843,"RN","RN"
1844,15844,"RO","Read Only"
1846,15846,"RO","Read Only"
1848,15848,"RO","Read Only"
1849,15849,"MedStu","Resident/Fellow/PA/NP"
1850,15850,"MD",""
1852,15852,"MD","Attending"
1853,15853,"Res","Resident/Fellow/PA/NP"
1854,15854,"Res","Resident/Fellow/PA/NP"
1855,15855,"PCT","PCT/NA"
1857,15857,"Res","Resident/Fellow/PA/NP"
1858,15858,"RN","RN"
1859,15859,"CM","Case Manager"
1860,15860,"Rehab","Rehabilitation"
1861,15861,"Res","Resident/Fellow/PA/NP"
1862,15862,"Res","Resident/Fellow/PA/NP"
1863,15863,"RO","Read Only"
1865,15865,"Res","Resident/Fellow/PA/NP"
1867,15867,"Rehab","Rehabilitation"
1868,15868,"Res","Resident/Fellow/PA/NP"
1871,15871,"RPH","Pharmacist"
1872,15872,"PC","Pastoral Care"
1873,15873,"MD",""
1876,15876,"RT","Respiratory"
1877,15877,"PC","Pastoral Care"
1878,15878,"RN","RN"
1879,15879,"RN","RN"
1880,15880,"RD","Dietitian"
1881,15881,"RO","Read Only"
1883,15883,"RO","Read Only"
1884,15884,"PCT","PCT/NA"
1885,15885,"Res","Resident/Fellow/PA/NP"
1886,15886,"RO","Read Only"
1887,15887,"RO","Read Only"
1889,15889,"Res","Resident/Fellow/PA/NP"
1891,15891,"Res","Resident/Fellow/PA/NP"
1892,15892,"Res","Resident/Fellow/PA/NP"
1894,15894,"RPh",""
1896,15896,"Res","Resident/Fellow/PA/NP"
1897,15897,"RN","RN"
1899,15899,"MD",""
1900,15900,"RN","RN"
1902,15902,"RO","Read Only"
1903,15903,"RRT",""
1907,15907,"CoWker","PCT/NA"
1908,15908,"RRT",""
1910,15910,"UCO","UCO"
1911,15911,"Res","Resident/Fellow/PA/NP"
1912,15912,"RO","Read Only"
1914,15914,"Res","Resident/Fellow/PA/NP"
1915,15915,"Res","Resident/Fellow/PA/NP"
1916,15916,"RN",""
1917,15917,"RRT",""
1918,15918,"RN","Read Only"
1923,15923,"MDs",""
1924,15924,"RPh",""
1926,15926,"Res","Resident/Fellow/PA/NP"
1927,15927,"RO","Read Only"
1928,15928,"RN","RN"
1930,15930,"RN",""
1931,15931,"RN",""
1933,15933,"MD",""
1934,15934,"MD",""
1935,15935,"RN","RN"
1936,15936,"RO","Read Only"
1937,15937,"RO","Read Only"
1938,15938,"NP","Read Only"
1942,15942,"RO","Read Only"
1943,15943,"MD","Attending"
1944,15944,"MD",""
1945,15945,"MD",""
1946,15946,"MDs",""
1947,15947,"RO","Read Only"
1948,15948,"MD","Attending"
2353,16299,"MD",""
2354,16300,"Res","Resident/Fellow/PA/NP"
2356,16302,"RN","RN"
2358,16304,"MS",""
2359,16305,"RO","Read Only"
2363,16309,"RO","Read Only"
2364,16310,"Res","Resident/Fellow/PA/NP"
2365,16311,"RN","RN"
2366,16312,"MD",""
2368,16314,"Res","Resident/Fellow/PA/NP"
2369,16315,"MD","Attending"
2370,16316,"RS","Read Only"
2371,16317,"Res","Resident/Fellow/PA/NP"
2372,16318,"RD","Dietitian"
2373,16319,"SW","Social Worker"
2374,16320,"Res","Resident/Fellow/PA/NP"
2376,16322,"MDs",""
2377,16323,"MDs","Read Only"
2379,16325,"RO","Read Only"
2380,16326,"RN","RN"
2382,16328,"RO","Read Only"
2384,16330,"Res","Resident/Fellow/PA/NP"
2385,16331,"MS","Dietitian"
2386,16332,"Res","Resident/Fellow/PA/NP"
2390,16336,"LICSW",""
2391,16337,"Res","Resident/Fellow/PA/NP"
2392,16338,"MD",""
2393,16339,"RN","RN"
2394,16340,"PCT","PCT/NA"
2399,16345,"MD",""
2400,16346,"Res","Resident/Fellow/PA/NP"
2403,16349,"Res","Resident/Fellow/PA/NP"
2404,16350,"Res","Resident/Fellow/PA/NP"
2406,16352,"MD","Attending"
2409,16355,"MDs",""
2410,16356,"RRT","Respiratory"
2411,16357,"MD",""
2412,16358,"Res","Resident/Fellow/PA/NP"
2413,16359,"Res","Resident/Fellow/PA/NP"
2414,16360,"Res","Resident/Fellow/PA/NP"
2415,16361,"Res","Resident/Fellow/PA/NP"
2416,16362,"Res","Resident/Fellow/PA/NP"
2418,16364,"MD",""
2419,16365,"Admin","Administrator"
2421,16367,"RN",""
2422,16368,"Res","Resident/Fellow/PA/NP"
2423,16369,"Res","Resident/Fellow/PA/NP"
2424,16370,"RO","Read Only"
2425,16371,"SW","Social Worker"
2426,16372,"PC","Pastoral Care"
2427,16373,"Res","Resident/Fellow/PA/NP"
2428,16374,"MD","Attending"
2429,16375,"Res","Resident/Fellow/PA/NP"
2430,16376,"RPh","Read Only"
2431,16377,"Res","Resident/Fellow/PA/NP"
2433,16379,"RO","Read Only"
2434,16380,"RO","Read Only"
2435,16381,"RO","Read Only"
2436,16382,"Res","Resident/Fellow/PA/NP"
2437,16383,"MD","Attending"
2438,16384,"MDs","Read Only"
2439,16385,"MD",""
2441,16387,"RD","Dietitian"
2443,16389,"MD",""
2446,16392,"RO","Read Only"
2451,16397,"RD","Dietitian"
2452,16398,"Res","Resident/Fellow/PA/NP"
2453,16399,"LICSW","Social Worker"
2454,16400,"Res","Resident/Fellow/PA/NP"
2456,16402,"PC","Pastoral Care"
2460,16406,"Res","Resident/Fellow/PA/NP"
2461,16407,"Res","Resident/Fellow/PA/NP"
2462,16408,"Res","Resident/Fellow/PA/NP"
2463,16409,"Res","Resident/Fellow/PA/NP"
2466,16412,"RN","RN"
2468,16414,"RO","Read Only"
2469,16415,"MD","Attending"
2470,16416,"RO","Read Only"
2472,16418,"PCT","PCT/NA"
2473,16419,"RD","Dietitian"
2475,16421,"Res","Resident/Fellow/PA/NP"
2476,16422,"RO","Read Only"
2477,16423,"RPH","Pharmacist"
2478,16424,"Res","Resident/Fellow/PA/NP"
2479,16425,"Co-Wkr",""
2480,16426,"RN",""
2481,16427,"RN",""
2483,16429,"RO","Read Only"
2484,16430,"RTStu","Respiratory"
2485,16431,"RO","Read Only"
2486,16432,"RO","Read Only"
2487,16433,"RN",""
2488,16434,"CsMngm",""
2489,16435,"RN",""
2490,16436,"RN","RN"
2491,16437,"RO","Read Only"
2492,16438,"MDs","Resident/Fellow/PA/NP"
2494,16440,"Res","Resident/Fellow/PA/NP"
2495,16441,"RO","Read Only"
2496,16442,"Res","Resident/Fellow/PA/NP"
2497,16443,"Res","Resident/Fellow/PA/NP"
2500,16446,"RRT","Read Only"
2502,16448,"MD",""
2505,16451,"Res","Resident/Fellow/PA/NP"
2507,16453,"Rehab","Rehabilitation"
2511,16457,"RN","RN"
2512,16458,"MD","Read Only"
2514,16460,"Res","Resident/Fellow/PA/NP"
2515,16461,"Res","Resident/Fellow/PA/NP"
2516,16462,"MD",""
2517,16463,"Res","Resident/Fellow/PA/NP"
2518,16464,"Res","Resident/Fellow/PA/NP"
2520,16466,"PCT","PCT/NA"
2521,16467,"RO","Read Only"
2523,16469,"MD",""
2525,16471,"Res","Resident/Fellow/PA/NP"
2527,16473,"CM","Case Manager"
2529,16475,"MD",""
2530,16476,"UCO","UCO"
2531,16477,"Res","Resident/Fellow/PA/NP"
2532,16478,"Res","Resident/Fellow/PA/NP"
2534,16480,"RO","Read Only"
2535,16481,"MD",""
2044,16482,"Res","Resident/Fellow/PA/NP"
2048,16486,"MDs","Resident/Fellow/PA/NP"
2049,16487,"MD","Read Only"
2050,16488,"PCT",""
2051,16489,"MD","Resident/Fellow/PA/NP"
2052,16490,"RO","Read Only"
2053,16491,"MD",""
2054,16492,"UCO","UCO"
2055,16493,"Nurse","RN"
2056,16494,"MDs","Read Only"
2058,16496,"Res","Resident/Fellow/PA/NP"
2059,16497,"MD",""
2060,16498,"COOPST",""
2061,16499,"RO","Read Only"
2062,16500,"RN","RN"
2064,16502,"Res","Resident/Fellow/PA/NP"
2069,16507,"MD","Attending"
2070,16508,"MD","Read Only"
2071,16509,"MD",""
2072,16510,"RRT","Respiratory"
2076,16514,"RPh",""
2077,16515,"Res","Resident/Fellow/PA/NP"
2079,16517,"MD",""
2080,16518,"RPH","Read Only"
2082,16520,"RRT","Respiratory"
2084,16522,"RO","Read Only"
2085,16523,"NP",""
2086,16524,"RN",""
2089,16527,"PCT",""
2090,16528,"PC","Pastoral Care"
2091,16529,"Res","Resident/Fellow/PA/NP"
2092,16530,"RN","RN"
2095,16533,"Res","Resident/Fellow/PA/NP"
2096,16534,"RN","RN"
2538,16538,"CM","Case Manager"
2540,16540,"RO","Read Only"
2541,16541,"Res","Resident/Fellow/PA/NP"
2543,16543,"Res","Resident/Fellow/PA/NP"
2545,16545,"MD","Attending"
2546,16546,"Res","Resident/Fellow/PA/NP"
2547,16547,"Res","Resident/Fellow/PA/NP"
2548,16548,"Res","Resident/Fellow/PA/NP"
2549,16549,"RO","Read Only"
2550,16550,"CM","Case Manager"
2551,16551,"RO","Read Only"
2556,16556,"PC","Pastoral Care"
2557,16557,"MD",""
2558,16558,"Res","Resident/Fellow/PA/NP"
2559,16559,"Res","Resident/Fellow/PA/NP"
2561,16561,"MD","Attending"
2563,16563,"MD","Attending"
2564,16564,"MD","Resident/Fellow/PA/NP"
2565,16565,"Res","Resident/Fellow/PA/NP"
2566,16566,"DataMg",""
2571,16571,"RN","Read Only"
2572,16572,"UCO","UCO"
2573,16573,"Res","Resident/Fellow/PA/NP"
2574,16574,"UCO","UCO"
2575,16575,"MDs","Resident/Fellow/PA/NP"
2577,16577,"CM","Case Manager"
2579,16579,"Res","Resident/Fellow/PA/NP"
2582,16582,"Rehab","Rehabilitation"
2583,16583,"Res","Resident/Fellow/PA/NP"
2585,16585,"RPH","Pharmacist"
2587,16587,"MD",""
2588,16588,"Res","Resident/Fellow/PA/NP"
2589,16589,"MedStu",""
2590,16590,"RO","Read Only"
2591,16591,"RO","Read Only"
2593,16593,"RN","RN"
2595,16595,"RO","Read Only"
2597,16597,"RT","Respiratory"
2600,16600,"RO","Read Only"
2602,16602,"Res","Resident/Fellow/PA/NP"
2603,16603,"RN","RN"
2605,16605,"Res","Resident/Fellow/PA/NP"
2606,16606,"PC","Pastoral Care"
2609,16609,"RN","RN"
2610,16610,"SRT",""
2611,16611,"Coor",""
2613,16613,"Res","Resident/Fellow/PA/NP"
2614,16614,"MD","Attending"
2615,16615,"Res","Resident/Fellow/PA/NP"
2617,16617,"RN","RN"
2618,16618,"MD","Attending"
2619,16619,"MD","Attending"
2620,16620,"Res","Resident/Fellow/PA/NP"
2621,16621,"Res","Resident/Fellow/PA/NP"
2623,16623,"CM","Case Manager"
2624,16624,"RO","Read Only"
2625,16625,"Res","Resident/Fellow/PA/NP"
2626,16626,"MD","Attending"
2627,16627,"Res","Resident/Fellow/PA/NP"
2629,16629,"Res","Resident/Fellow/PA/NP"
2630,16630,"MD",""
2632,16632,"RO","Read Only"
2633,16633,"RN",""
2634,16634,"RN","RN"
2635,16635,"RO","Read Only"
2637,16637,"MD",""
2639,16639,"MS",""
2640,16640,"PT",""
2642,16642,"RO","Read Only"
2643,16643,"RN","RN"
2644,16644,"MS",""
2646,16646,"RPh",""
2647,16647,"RO","Read Only"
2648,16648,"MD","Read Only"
2650,16650,"Res","Resident/Fellow/PA/NP"
2652,16652,"RO","Read Only"
2654,16654,"Res","Resident/Fellow/PA/NP"
2655,16655,"Res","Resident/Fellow/PA/NP"
2657,16657,"MDs","Resident/Fellow/PA/NP"
2658,16658,"RN",""
2661,16661,"PCT",""
2665,16665,"RN",""
2667,16667,"MD","Attending"
2668,16668,"RO","Read Only"
2669,16669,"RO","Read Only"
2670,16670,"RN","Case Manager"
2671,16671,"Res","Resident/Fellow/PA/NP"
2672,16672,"RN","Case Manager"
2673,16673,"RN",""
2674,16674,"RN",""
2676,16676,"Studen",""
2677,16677,"PCT","PCT/NA"
2678,16678,"Rehab","Rehabilitation"
2679,16679,"PCT","PCT/NA"
2680,16680,"Res","Resident/Fellow/PA/NP"
2682,16682,"Res","Resident/Fellow/PA/NP"
2683,16683,"RO","Read Only"
2684,16684,"Studen",""
2685,16685,"RO","Read Only"
2688,16688,"RO","Read Only"
2690,16690,"Rehab","Rehabilitation"
2691,16691,"Res","Resident/Fellow/PA/NP"
2693,16693,"PCT","PCT/NA"
2694,16694,"RN","RN"
2695,16695,"RO","Read Only"
2697,16697,"Res","Resident/Fellow/PA/NP"
2698,16698,"RO","Read Only"
2699,16699,"MD",""
2700,16700,"Res","Resident/Fellow/PA/NP"
2701,16701,"Res","Resident/Fellow/PA/NP"
2706,16706,"RN",""
2707,16707,"RN","RN"
2709,16709,"RN","RN"
2711,16711,"MD",""
2712,16712,"MD",""
2714,16714,"RN","RN"
2715,16715,"Res","Resident/Fellow/PA/NP"
2716,16716,"MD","Attending"
2717,16717,"MSIV",""
2718,16718,"",""
2719,16719,"UCO",""
2720,16720,"RT","Respiratory"
2721,16721,"MD","Attending"
2723,16723,"RN","RN"
2725,16725,"RD","Dietitian"
2726,16726,"Res","Resident/Fellow/PA/NP"
2727,16727,"Res","Resident/Fellow/PA/NP"
2729,16729,"Rehab","Rehabilitation"
2730,16730,"Res","Resident/Fellow/PA/NP"
5065,19001,"RO","Read Only"
5067,19003,"MD",""
5068,19004,"RPh",""
5069,19005,"MS",""
5070,19006,"MD","Attending"
5072,19008,"RO","Read Only"
5074,19010,"MD",""
5077,19013,"RO","Read Only"
5079,19015,"MedStu",""
5080,19016,"MD","Read Only"
5081,19017,"RO","Read Only"
5082,19018,"RO","Read Only"
5084,19020,"MD",""
5086,19022,"RO","Read Only"
5088,19024,"RO","Read Only"
5090,19026,"UCO",""
5091,19027,"MD",""
5092,19028,"RO","Read Only"
5093,19029,"Stu",""
5094,19030,"MD",""
5095,19031,"MD",""
5096,19032,"MedStu","PCT/NA"
5098,19034,"MD",""
5100,19036,"MD",""
5101,19037,"MD",""
5103,19039,"RO","Read Only"
5104,19040,"RO","Read Only"
5105,19041,"RO","Read Only"
5107,19043,"RO","Read Only"
5109,19045,"RPh",""
5110,19046,"MD",""
5111,19047,"RN",""
5114,19050,"RN","RN"
5115,19051,"NP",""
5118,19054,"RO","Read Only"
5119,19055,"RO","Read Only"
5121,19057,"MDs",""
5122,19058,"MS",""
5124,19060,"RN",""
5126,19062,"RN","RN"
5128,19064,"MDs","Resident/Fellow/PA/NP"
