"row_id","icd9_code","short_title","long_title"
9413,"8082","Fracture of pubis-closed","Closed fracture of pubis"
9414,"8083","Fracture of pubis-open","Open fracture of pubis"
9415,"80841","Fracture of ilium-closed","Closed fracture of ilium"
9417,"80843","Pelv fx-clos/pelv disrup","Multiple closed pelvic fractures with disruption of pelvic circle"
9418,"80844","Pelv fx-cl w/o plv disrp","Multiple closed pelvic fractures without disruption of pelvic circle"
9420,"80851","Fracture of ilium-open","Open fracture of ilium"
9421,"80852","Fracture of ischium-open","Open fracture of ischium"
9423,"80854","Pelv fx-opn w/o pelv dis","Multiple open pelvic fractures without disruption of pelvic circle"
9424,"80859","Pelvic fracture NEC-open","Open fracture of other specified part of pelvis"
9425,"8088","Pelvic fracture NOS-clos","Closed unspecified fracture of pelvis"
9426,"8089","Pelvic fracture NOS-open","Open unspecified fracture of pelvis"
9427,"8090","Fracture trunk bone-clos","Fracture of bones of trunk, closed"
9428,"8091","Fracture trunk bone-open","Fracture of bones of trunk, open"
9429,"81000","Fx clavicle NOS-closed","Closed fracture of clavicle, unspecified part"
9431,"81002","Fx clavicle shaft-closed","Closed fracture of shaft of clavicle"
9432,"81003","Fx clavicl, acrom end-cl","Closed fracture of acromial end of clavicle"
9435,"81012","Fx clavicle shaft-open","Open fracture of shaft of clavicle"
9436,"81013","Fx clavic, acrom end-opn","Open fracture of acromial end of clavicle"
9437,"81100","Fx scapula NOS-closed","Closed fracture of scapula, unspecified part"
9439,"81102","Fx scapul, corac proc-cl","Closed fracture of coracoid process of scapula"
9440,"67111","Varicose vulva-delivered","Varicose veins of vulva and perineum complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition"
9441,"67112","Varicose vulva-del w p/p","Varicose veins of vulva and perineum complicating pregnancy and the puerperium, delivered, with mention of postpartum complication"
9443,"V1324","Hx vulvar dysplasia","Personal history of vulvar dysplasia"
9445,"V133","Hx-skin/subcutan tis dis","Personal history of diseases of skin and subcutaneous tissue"
9446,"V134","Hx of arthritis","Personal history of arthritis"
9447,"V1351","Hx pathological fracture","Personal history of pathologic fracture"
9450,"V1361","Hx-hypospadias","Personal history of (corrected) hypospadias"
9451,"V1362","Hx-cong malform-gu","Personal history of other (corrected) congenital malformations of genitourinary system"
9452,"V1363","Hx-cong malform-nervous","Personal history of (corrected) congenital malformations of nervous system"
9454,"V1365","Hx-cong malform-heart","Personal history of (corrected) congenital malformations of heart and circulatory system"
9455,"V1366","Hx-cong malform-resp sys","Personal history of (corrected) congenital malformations of respiratory system"
9456,"8900","Open wound of hip/thigh","Open wound of hip and thigh, without mention of complication"
9457,"8901","Open wnd hip/thigh-compl","Open wound of hip and thigh, complicated"
9459,"8910","Open wnd knee/leg/ankle","Open wound of knee, leg [except thigh], and ankle, without mention of complication"
9461,"8912","Opn wnd knee/leg w tendn","Open wound of knee, leg [except thigh], and ankle, with tendon involvement"
9464,"8922","Open wound foot w tendon","Open wound of foot except toe(s) alone, with tendon involvement"
9466,"8931","Open wound toe-compl","Open wound of toe(s), complicated"
9467,"8932","Open wound toe w tendon","Open wound of toe(s), with tendon involvement"
9471,"8950","Amputation toe","Traumatic amputation of toe(s) (complete) (partial), without mention of complication"
9472,"8951","Amputation toe-complicat","Traumatic amputation of toe(s) (complete) (partial), complicated"
9473,"9522","Lumbar spinal cord injur","Lumbar spinal cord injury without evidence of spinal bone injury"
9474,"9523","Sacral spinal cord injur","Sacral spinal cord injury without evidence of spinal bone injury"
9476,"9528","Spin cord inj-mult site","Multiple sites of spinal cord injury without evidence of spinal bone injury"
9478,"9530","Cervical root injury","Injury to cervical nerve root"
9479,"9531","Dorsal root injury","Injury to dorsal nerve root"
9480,"9532","Lumbar root injury","Injury to lumbar nerve root"
9484,"9538","Mult nerve root/plex inj","Injury to multiple sites of nerve roots and spinal plexus"
9485,"9539","Inj nerve root/plex NOS","Injury to unspecified site of nerve roots and spinal plexus"
9486,"9540","Inj cerv sympath nerve","Injury to cervical sympathetic nerve, excluding shoulder and pelvic girdles"
9487,"9541","Inj sympath nerve NEC","Injury to other sympathetic nerve, excluding shoulder and pelvic girdles"
9488,"9548","Injury trunk nerve NEC","Injury to other specified nerve(s) of trunk, excluding shoulder and pelvic girdles"
9492,"9552","Injury ulnar nerve","Injury to ulnar nerve"
9493,"9553","Injury radial nerve","Injury to radial nerve"
9494,"9554","Inj musculocutan nerve","Injury to musculocutaneous nerve"
9495,"9555","Inj cutan senso nerv/arm","Injury to cutaneous sensory nerve, upper limb"
9496,"9556","Injury digital nerve","Injury to digital nerve, upper limb"
9499,"9559","Inj nerve shldr/arm NOS","Injury to unspecified nerve of shoulder girdle and upper limb"
9501,"9561","Injury femoral nerve","Injury to femoral nerve"
9502,"9562","Inj posterior tib nerve","Injury to posterior tibial nerve"
9503,"9563","Injury peroneal nerve","Injury to peroneal nerve"
9505,"9565","Inj nerve pelv/leg NEC","Injury to other specified nerve(s) of pelvic girdle and lower limb"
9506,"9568","Inj mult nerve pelv/leg","Injury to multiple nerves of pelvic girdle and lower limb"
9507,"9569","Inj nerve pelv/leg NOS","Injury to unspecified nerve of pelvic girdle and lower limb"
9510,"9578","Injury to mult nerves","Injury to multiple nerves in several parts"
9511,"9579","Injury to nerve NOS","Injury to nerves, unspecified site"
9513,"9581","Fat embolism","Fat embolism"
9514,"9582","Secondary/recur hemorr","Secondary and recurrent hemorrhage"
9515,"9583","Posttraum wnd infec NEC","Posttraumatic wound infection not elsewhere classified"
9516,"9584","Traumatic shock","Traumatic shock"
9517,"9585","Traumatic anuria","Traumatic anuria"
9518,"9586","Volkmann's isch contract","Volkmann's ischemic contracture"
9519,"9587","Traum subcutan emphysema","Traumatic subcutaneous emphysema"
9521,"95890","Compartment syndrome NOS","Compartment syndrome, unspecified"
9523,"95892","Trauma comp synd low ext","Traumatic compartment syndrome of lower extremity"
9525,"9138","Superf inj forearm NEC","Other and unspecified superficial injury of elbow, forearm, and wrist, without mention of infection"
9528,"9141","Abrasion hand-infected","Abrasion or friction burn of hand(s) except finger(s) alone, infected"
9530,"9143","Blister hand-infected","Blister of hand(s) except finger(s) alone, infected"
9531,"9144","Insect bite hand","Insect bite, nonvenomous, of hand(s) except finger(s) alone, without mention of infection"
9532,"9145","Insect bite hand-infect","Insect bite, nonvenomous, of hand(s) except finger(s) alone, infected"
9533,"9146","Foreign body hand","Superficial foreign body (splinter) of hand(s) except finger(s) alone, without major open wound and without mention of infection"
9534,"9147","Foreign body hand-infect","Superficial foreign body (splinter) of hand(s) except finger(s) alone, without major open wound, infected"
9535,"9148","Superficial inj hand NEC","Other and unspecified superficial injury of hand(s) except finger(s) alone, without mention of infection"
9536,"9149","Superf inj hand NEC-inf","Other and unspecified superficial injury of hand(s) except finger(s) alone, infected"
9537,"9150","Abrasion finger","Abrasion or friction burn of finger(s), without mention of infection"
9538,"9151","Abrasion finger-infected","Abrasion or friction burn of finger(s), infected"
9540,"9153","Blister finger-infected","Blister of finger(s), infected"
9541,"9154","Insect bite finger","Insect bite, nonvenomous, of finger(s), without mention of infection"
9542,"9155","Insect bite finger-infec","Insect bite, nonvenomous of finger(s), infected"
9543,"9156","Foreign body finger","Superficial foreign body (splinter) of finger(s), without major open wound and without mention of infection"
9547,"9828","Toxic eff nonpetrol solv","Toxic effect of other nonpetroleum-based solvents"
9548,"9830","Tox eff corrosive aromat","Toxic effect of corrosive aromatics"
9549,"9831","Toxic effect acids","Toxic effect of acids"
9551,"9839","Toxic effect caustic NOS","Toxic effect of caustic, unspecified"
9554,"9848","Tox eff lead compnd NEC","Toxic effect of other lead compounds"
9555,"9849","Tox eff lead compnd NOS","Toxic effect of unspecified lead compound"
9558,"9852","Toxic effect manganese","Toxic effect of manganese and its compounds"
9560,"9854","Toxic effect antimony","Toxic effect of antimony and its compounds"
9561,"9855","Toxic effect cadmium","Toxic effect of cadmium and its compounds"
9562,"9856","Toxic effect chromium","Toxic effect of chromium"
9563,"9858","Toxic effect metals NEC","Toxic effect of other specified metals"
9564,"9859","Toxic effect metal NOS","Toxic effect of unspecified metal"
9565,"986","Tox eff carbon monoxide","Toxic effect of carbon monoxide"
9566,"9870","Toxic eff liq petrol gas","Toxic effect of liquefied petroleum gases"
9567,"9871","Tox ef hydrocarb gas NEC","Toxic effect of other hydrocarbon gas"
9568,"9872","Toxic eff nitrogen oxide","Toxic effect of nitrogen oxides"
9570,"9874","Toxic effect freon","Toxic effect of freon"
9571,"9875","Tox eff lacrimogenic gas","Toxic effect of lacrimogenic gas"
9574,"9878","Toxic eff gas/vapor NEC","Toxic effect of other specified gases, fumes, or vapors"
9575,"9879","Toxic eff gas/vapor NOS","Toxic effect of unspecified gas, fume, or vapor"
9576,"9880","Toxic eff fish/shellfish","Toxic effect of fish and shellfish eaten as food"
9578,"9882","Tox eff berry/plant NEC","Toxic effect of berries and other plants eaten as food"
9579,"9888","Tox eff noxious food NEC","Toxic effect of other specified noxious substances eaten as food"
9580,"9889","Tox eff noxious food NOS","Toxic effect of unspecified noxious substance eaten as food"
9581,"9890","Toxic effect cyanides","Toxic effect of hydrocyanic acid and cyanides"
9582,"9891","Toxic effect strychnine","Toxic effect of strychnine and salts"
9583,"9892","Tox eff chlor hydrocarb","Toxic effect of chlorinated hydrocarbons"
9584,"9893","Tox eff organphos/carbam","Toxic effect of organophosphate and carbamate"
9585,"9894","Toxic eff pesticides NEC","Toxic effect of other pesticides, not elsewhere classified"
9586,"9895","Toxic effect venom","Toxic effect of venom"
9589,"98981","Toxic effect of asbestos","Toxic effect of asbestos"
9590,"98982","Toxic effect of latex","Toxic effect of latex"
9591,"98983","Toxic effect of silicone","Toxic effect of silicone"
9592,"98984","Toxic effect of tobacco","Toxic effect of tobacco"
9593,"98989","Tox eff nonmed subst NEC","Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
9594,"9899","Tox eff nonmed subst NOS","Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
9595,"990","Effects radiation NOS","Effects of radiation, unspecified"
9597,"9911","Frostbite of hand","Frostbite of hand"
9600,"9914","Immersion foot","Immersion foot"
9606,"94231","3rd deg burn breast","Full-thickness skin loss [third degree,not otherwise specified] of breast"
9608,"94233","3rd deg burn abdomn wall","Full-thickness skin loss [third degree, not otherwise specified] of abdominal wall"
9610,"94235","3rd deg burn genitalia","Full-thickness skin loss [third degree, not otherwise specified] of genitalia"
9611,"94239","3rd deg burn trunk NEC","Full-thickness skin loss [third degree, not otherwise specified] of other and multiple sites of trunk"
9612,"94240","Deep 3rd burn trunk NOS","Deep necrosis of underlying tissues [deep third degree] ) without mention of loss of a body part, of trunk, unspecified site"
9613,"94241","Deep 3rd deg burn breast","Deep necrosis of underlying tissues [deep third degree]) without mention of loss of a body part, of breast"
9614,"94242","Deep 3rd burn chest wall","Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of chest wall, excluding breast and nipple"
9616,"E0063","Bowling","Activities involving bowling"
9617,"E0064","Bike riding","Activities involving bike riding"
9620,"E0069","Individ sports,athletics","Other activity involving other sports and athletics played individually"
9621,"E0070","Tackle football","Activities involving american tackle football"
9622,"E0071","Amer flag/touch football","Activities involving american flag or touch football"
9623,"E0072","Rugby","Activities involving rugby"
9624,"E0073","Baseball","Activities involving baseball"
9625,"E0074","Lacrosse,field hockey","Activities involving lacrosse and field hockey"
9626,"E0075","Soccer","Activities involving soccer"
9627,"E0076","Basketball","Activities involving basketball"
9628,"E0077","Volleyball (beach,court)","Activities involving volleyball (beach) (court)"
9629,"E0078","School recess,camp","Activities involving physical games generally associated with school recess, summer camp and children"
9631,"E0080","Boxing","Activities involving boxing"
9634,"E0083","Frisbee","Activities involving frisbee"
9635,"E0084","Martial arts","Activities involving martial arts"
9637,"E0090","Exercise mach(cardiorsp)","Activity involving exercise machines primarily for cardiorespiratory conditioning"
9638,"E0091","Calisthenics","Activity involving calisthenics"
9639,"E0092","Aerobic,step exercise","Activity involving aerobic and step exercise"
9640,"E0093","Circuit training","Activity involving circuit training"
9642,"E0095","Grass drills","Activity involving grass drills"
9643,"E0099","Cardioresp exercise NEC","Other activity involving cardiorespiratory exercise"
9644,"E0100","Muscle strength mach","Activity involving exercise machines primarily for muscle strengthening"
9646,"E0102","Free weights","Activity involving free weights"
9648,"E0109","Muscle strength exer NEC","Other activity involving other muscle strengthening exercises"
9649,"E0110","Computer keyboarding","Activities involving computer keyboarding"
9650,"E0111","Handheld interac elec dv","Activities involving hand held interactive electronic device"
9651,"E0119","Computer tech NEC","Other activity involving computer technology and electronic devices"
9653,"E0121","Sewing","Activities involving sewing"
9654,"E0122","Furniture build/finish","Activities involving furniture building and finishing"
9658,"E0132","Vacuuming","Activities involving vacuuming"
9659,"E0133","Ironing","Activities involving ironing"
9660,"E0134","Floor mopping/cleaning","Activities involving floor mopping and cleaning"
9661,"E0135","Residential relocation","Activities involving residential relocation"
9662,"E0138","Personal hygiene NEC","Other personal hygiene activity"
9663,"E0139","Househld maintenance NEC","Other household maintenance"
9664,"E0140","Caregiving-bathing","Caregiving involving bathing"
9665,"E0141","Caregiving-lifting","Caregiving involving lifting"
9666,"E0149","Caregiving NEC","Other activity involving person providing caregiving"
9667,"E0150","Food prep & cleanup","Activities involving food preparation and clean up"
9668,"E0151","Grilling & smoking food","Activities involving grilling and smoking food"
9669,"E0152","Cooking & baking","Activities involving cooking and baking"
9670,"E0159","Cooking & grilling NEC","Other activity involving cooking and grilling"
9671,"E0160","Digging,shovel,rake","Activities involving digging, shoveling and raking"
9673,"E0162","Building & construction","Activities involving building and construction"
9675,"E0170","Roller coaster riding","Roller coaster riding"
9676,"E0179","External motion NEC","Other activity involving external motion"
9677,"E0180","Piano playing","Activities involving piano playing"
9678,"E0181","Drum/percussion playing","Activities involving drum and other percussion instrument playing"
9679,"E0182","String instrument play","Activities involving string instrument playing"
9680,"E0183","Winds/brass instru play","Activities involving winds and brass instrument playing"
9681,"E0190","Walking an animal","Activities involving walking an animal"
9682,"E0191","Milking an animal","Activities involving milking an animal"
9683,"E0192","Groom/shearing animal","Activities involving grooming and shearing an animal"
9685,"E0290","Refereeing sports","Refereeing a sports activity"
9686,"E0291","Spectator at event","Spectator at an event"
9687,"E0292","Rough housing/horseplay","Rough housing and horseplay"
9688,"E0299","Activity NEC","Other activity"
9689,"E030","Activity NOS","Unspecified activity"
9690,"67113","Varicose vulva-antepart","Varicose veins of vulva and perineum complicating pregnancy and the puerperium, antepartum condition or complication"
9692,"67120","Thrombophleb preg-unspec","Superficial thrombophlebitis complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable"
9693,"67121","Thrombophlebitis-deliver","Superficial thrombophlebitis complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition"
9697,"67130","Deep thromb antepar-unsp","Deep phlebothrombosis, antepartum, unspecified as to episode of care or not applicable"
9699,"67133","Deep vein thromb-antepar","Deep phlebothrombosis, antepartum, antepartum condition or complication"
9701,"67142","Thromb postpar-del w p/p","Deep phlebothrombosis, postpartum, delivered, with mention of postpartum complication"
9702,"67144","Deep vein thromb-postpar","Deep phlebothrombosis, postpartum, postpartum condition or complication"
9704,"67151","Thrombosis NEC-delivered","Other phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition"
9705,"67152","Thromb NEC-deliv w p/p","Other phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with mention of postpartum complication"
9707,"67154","Thrombosis NEC-postpart","Other phlebitis and thrombosis complicating pregnancy and the puerperium, postpartum condition or complication"
9708,"67180","Ven compl preg NEC-unsp","Other venous complications of pregnancy and the puerperium, unspecified as to episode of care or not applicable"
9709,"67181","Venous compl NEC-deliver","Other venous complications of pregnancy and the puerperium, delivered, with or without mention of antepartum condition"
9711,"67183","Venous compl NEC-antepar","Other venous complications of pregnancy and the puerperium, antepartum condition or complication"
9712,"67184","Venous compl NEC-postpar","Other venous complications of pregnancy and the puerperium, postpartum condition or complication"
9713,"67190","Ven compl preg NOS-unsp","Unspecified venous complication of pregnancy and the puerperium, unspecified as to episode of care or not applicable"
9714,"67191","Venous compl NOS-deliver","Unspecified venous complication of pregnancy and the puerperium, delivered, with or without mention of antepartum condition"
9715,"67192","Ven comp NOS-deliv w p/p","Unspecified venous complication of pregnancy and the puerperium, delivered, with mention of postpartum complication"
9716,"67193","Venous compl NOS-antepar","Unspecified venous complication of pregnancy and the puerperium, antepartum condition or complication"
9717,"67194","Venous compl NOS-postpar","Unspecified venous complication of pregnancy and the puerperium, postpartum condition or complication"
9719,"67202","Puerp pyrexia-del w p/p","Pyrexia of unknown origin during the puerperium, delivered, with mention of postpartum complication"
9720,"67204","Puerp pyrexia-postpartum","Pyrexia of unknown origin during the puerperium, postpartum condition or complication"
9721,"67300","Ob air embolism-unspec","Obstetrical air embolism, unspecified as to episode of care or not applicable"
9722,"67301","Ob air embolism-deliver","Obstetrical air embolism, delivered, with or without mention of antepartum condition"
9723,"67302","Ob air embol-deliv w p/p","Obstetrical air embolism, delivered, with mention of postpartum complication"
9724,"67303","Ob air embolism-antepart","Obstetrical air embolism, antepartum condition or complication"
9726,"67310","Amniotic embolism-unspec","Amniotic fluid embolism, unspecified as to episode of care or not applicable"
9727,"67311","Amniotic embolism-deliv","Amniotic fluid embolism, delivered, with or without mention of antepartum condition"
9729,"67313","Amniotic embol-antepart","Amniotic fluid embolism, antepartum condition or complication"
9731,"67320","Ob pulm embol NOS-unspec","Obstetrical blood-clot embolism, unspecified as to episode of care or not applicable"
9732,"67321","Pulm embol NOS-delivered","Obstetrical blood-clot embolism, delivered, with or without mention of antepartum condition"
9733,"67322","Pulm embol NOS-del w p/p","Obstetrical blood-clot embolism, delivered, with mention of postpartum complication"
9734,"67323","Pulm embol NOS-antepart","Obstetrical blood-clot embolism, antepartum condition or complication"
9736,"73071","Polio osteopathy-shlder","Osteopathy resulting from poliomyelitis, shoulder region"
9737,"73072","Polio osteopathy-up/arm","Osteopathy resulting from poliomyelitis, upper arm"
9738,"73073","Polio osteopathy-forearm","Osteopathy resulting from poliomyelitis, forearm"
9739,"73074","Polio osteopathy-hand","Osteopathy resulting from poliomyelitis, hand"
9740,"73075","Polio osteopathy-pelvis","Osteopathy resulting from poliomyelitis, pelvic region and thigh"
9742,"73077","Polio osteopathy-ankle","Osteopathy resulting from poliomyelitis, ankle and foot"
9744,"73079","Polio osteopathy-mult","Osteopathy resulting from poliomyelitis, multiple sites"
9746,"95901","Head injury NOS","Head injury, unspecified"
9747,"95909","Face & neck injury","Injury of face and neck"
9748,"95911","Injury of chest wall NEC","Other injury of chest wall"
9750,"95913","Fx corpus cavrnosm penis","Fracture of corpus cavernosum penis"
9751,"95914","Inj external genital NEC","Other injury of external genitals"
9753,"9592","Shldr/upper arm inj NOS","Shoulder and upper arm injury"
9755,"9594","Hand injury NOS","Hand, except finger injury"
9756,"9595","Finger injury NOS","Finger injury"
9757,"9596","Hip & thigh injury NOS","Hip and thigh injury"
9758,"9597","Lower leg injury NOS","Knee, leg, ankle, and foot injury"
9761,"9600","Poisoning-penicillins","Poisoning by penicillins"
9764,"E8339","W/crf stair fall-per NOS","Fall on stairs or ladders in water transport injuring unspecified person"
9765,"E8340","W/craft fall NEC-unpow","Other fall from one level to another in water transport injuring occupant of small boat, unpowered"
9766,"E8341","W/craft fall NEC-power","Other fall from one level to another in water transport injuring occupant of small boat, powered"
9767,"E8342","Watercraft fall NEC-crew","Other fall from one level to another in water transport injuring occupant of other watercraft -- crew"
9770,"E8345","W/craft fall NEC-swim","Other fall from one level to another in water transport injuring swimmer"
9771,"E8346","Wtrcraft fall NEC-docker","Other fall from one level to another in water transport injuring dockers, stevedores"
9772,"E8347","W/crft fall NEC-military","Other fall from one level to another in water transport, occupant of military watercraft, any type"
9774,"E8349","W/crft fall NEC-pers NOS","Other fall from one level to another in water transport injuring unspecified person"
9775,"E8350","W/craft fall NOS-unpow","Other and unspecified fall in water transport injuring occupant of small boat, unpowered"
9776,"E8351","W/craft fall NOS-power","Other and unspecified fall in water transport injuring occupant of small boat, powered"
9777,"E8352","Wtrcraft fall NOS-crew","Other and unspecified fall in water transport injuring occupant of other watercraft -- crew"
9778,"E8353","Wtrcraft fall NOS-pasngr","Other and unspecified fall in water transport injuring occupant of other watercraft -- other than crew"
9780,"E8355","W/craft fall NOS-swim","Other and unspecified fall in water transport injuring swimmer"
9782,"E8357","W/crft fall NEC/NOS-mil","Other and unspecified fall in water transport, occupant of military watercraft, any type"
9783,"E8358","W/crft fall NOS-pers NEC","Other and unspecified fall in water transport injuring other specified person"
9784,"E8359","W/crft fall NOS-pers NOS","Other and unspecified fall in water transport injuring unspecified person"
9785,"E8360","Machine acc-unpow boat","Machinery accident in water transport injuring occupant of small boat, unpowered"
9786,"E8361","Mach acc-occ power boat","Machinery accident in water transport injuring occupant of small boat, powered"
9787,"E8362","Machinery accident-crew","Machinery accident in water transport injuring occupant of other watercraft -- crew"
9788,"E8363","Machinery acc-pasngr","Machinery accident in water transport injuring occupant of other watercraft -- other than crew"
9789,"E8364","Machine accident-skier","Machinery accident in water transport injuring water skier"
9790,"E8365","Machine accident-swim","Machinery accident in water transport injuring swimmer"
9791,"E8366","Machinery acc-docker","Machinery accident in water transport injuring dockers, stevedores"
9792,"E8367","W/crft machine-military","Machinery accident in water transport, occupant of military watercraft, any type"
9793,"E8368","Machinery acc-pers NEC","Machinery accident in water transport injuring other specified person"
9794,"E8369","Machinery acc-pers NOS","Machinery accident in water transport injuring unspecified person"
9795,"E8370","Explosion-occ unpow boat","Explosion, fire, or burning in watercraft injuring occupant of small boat, unpowered"
9798,"E8373","Watercraft explos-pasngr","Explosion, fire, or burning in watercraft injuring occupant of other watercraft -- other than crew"
9799,"E8374","Watercraft explos-skier","Explosion, fire, or burning in watercraft injuring water skier"
9802,"E8377","W/crft explosn-military","Explosion, fire, or burning in watercraft, occupant of military watercraft, any type"
9803,"E8378","Watercraft expl-pers NEC","Explosion, fire, or burning in watercraft injuring other specified person"
9805,"E8380","Watercraft acc NEC-unpow","Other and unspecified water transport accident injuring occupant of small boat, unpowered"
9806,"E8381","Watercraft acc NEC-power","Other and unspecified water transport accident injuring occupant of small boat, powered"
9807,"E8382","Watercraft acc NEC-crew","Other and unspecified water transport accident injuring occupant of other watercraft -- crew"
9811,"E8386","Watercrft acc NEC-docker","Other and unspecified water transport accident injuring dockers, stevedores"
9812,"E8797","Abn react-blood sampling","Blood sampling as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
9813,"E8798","Abn react-procedure NEC","Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
9815,"E8800","Fall on escalator","Accidental fall on or from escalator"
9816,"E8801","Fall on sidewalk curb","Accidental fall on or from sidewalk curb"
9817,"E8809","Fall on stair/step NEC","Accidental fall on or from other stairs or steps"
9819,"E8811","Fall from scaffolding","Accidental fall from scaffolding"
9820,"E882","Fall from building","Accidental fall from or out of building or other structure"
9823,"E8832","Fall into storm drain","Accidental fall into storm drain or manhole"
9824,"E8839","Fall into other hole","Accidental fall into other hole or other opening in surface"
9825,"E8840","Fall from playgrnd equip","Accidental fall from playground equipment"
9827,"E8842","Fall from chair","Accidental fall from chair"
9829,"E8844","Fall from bed","Accidental fall from bed"
9830,"E8845","Fall from furniture NEC","Accidental fall from other furniture"
9833,"E8850","Fall-nonmotor scooter","Fall from (nonmotorized) scooter"
9835,"E8852","Fall from skateboard","Fall from skateboard"
9836,"E8853","Fall from skis","Fall from skis"
9837,"E8854","Fall from snowboard","Fall from snowboard"
9840,"E8869","Fall on level NEC/NOS","Other and unspecified falls on same level from collision, pushing, or shoving, by or with other person"
9841,"E887","Fracture, cause NOS","Fracture, cause unspecified"
9844,"E8888","Fall NEC","Other fall"
9845,"E8889","Fall NOS","Unspecified fall"
9846,"E8900","Privat dwell fire-explos","Explosion caused by conflagration in private dwelling"
9848,"E8902","Priv dwel fire-fumes NOS","Other smoke and fumes from conflagration in private dwelling"
9849,"E8903","Priv dwel fire-burning","Burning caused by conflagration in private dwelling"
9850,"E8908","Priv dwel fire-accid NEC","Other accident resulting from conflagration in private dwelling"
9852,"E8910","Fire in bldg-explosion","Explosion caused by conflagration in other and unspecified building or structure"
9854,"E8912","Fire in bldg-fumes NOS","Other smoke and fumes from conflagration in other and unspecified building or structure"
9857,"E8919","Fire in bldg-accid NOS","Unspecified accident resulting from conflagration of other and unspecified building or structure"
9860,"E8931","Clothing fire-bldg NEC","Accident caused by ignition of clothing from controlled fire in other building or structure"
9861,"E8932","Clothing fire not in bld","Accident caused by ignition of clothing from controlled fire not in building or structure"
9862,"E8938","Clothing fire NEC","Accident caused by ignition of clothing from other specified sources"
9863,"E8939","Clothing fire NOS","Accident caused by ignition of clothing by unspecified source"
9864,"E894","Fire-highly inflam mater","Ignition of highly inflammable material"
9866,"E896","Burn acc in bldg NEC","Accident caused by controlled fire in other and unspecified building or structure"
9868,"E8980","Burning bedclothes","Accident caused by burning bedclothes"
9869,"E8981","Fire accident NEC","Accident caused by other burning materials"
9870,"E899","Fire accident NOS","Accident caused by unspecified fire"
9871,"E9000","Excessive heat: weather","Accident caused by excessive heat due to weather conditions"
9872,"E9001","Excessive heat, man-made","Accidents due to excessive heat of man-made origin"
9873,"E9009","Excessive heat NOS","Accidents due to excessive heat of unspecified origin"
9875,"E9011","Excessive cold, man-made","Accident due to excessive cold of man-made origin"
9876,"E9018","Excessive cold NEC","Accident due to excessive cold of other specified origin"
9877,"E9019","Excessive cold NOS","Accident due to excessive cold of unspecified origin"
9878,"E9020","High altitude residence","Accident due to residence or prolonged visit at high altitude"
9880,"V449","Artif open status NOS","Unspecified artificial opening status"
9881,"V4500","Status cardc dvce unspcf","Unspecified cardiac device in situ"
9883,"V4502","Status autm crd dfbrltr","Automatic implantable cardiac defibrillator in situ"
9886,"V4512","Noncmplnt w renal dialys","Noncompliance with renal dialysis"
9887,"V452","Ventricular shunt status","Presence of cerebrospinal fluid drainage device"
9888,"V453","Intestinal bypass status","Intestinal bypass or anastomosis status"
9889,"V454","Arthrodesis status","Arthrodesis status"
9892,"E8002","RR coll NOS-pedestrian","Railway accident involving collision with rolling stock and injuring pedestrian"
9893,"E8003","RR coll NOS-ped cyclist","Railway accident involving collision with rolling stock and injuring pedal cyclist"
9896,"E8010","RR coll w oth obj-employ","Railway accident involving collision with other object and injuring railway employee"
9897,"E8011","RR coll w oth obj-pasngr","Railway accident involving collision with other object and injuring passenger on railway"
9898,"E9445","Adv eff electrolyte agnt","Electrolytic, caloric, and water-balance agents causing adverse effects in therapeutic use"
9899,"E9446","Adv eff mineral salt NEC","Other mineral salts, not elsewhere classified, causing adverse effects in therapeutic use"
9900,"E9447","Adv eff uric acid metab","Uric acid metabolism drugs causing adverse effects in therapeutic use"
9901,"E9450","Adv eff oxytocic agents","Oxytocic agents causing adverse effects in therapeutic use"
9902,"E9451","Adv eff smooth musc relx","Smooth muscle relaxants causing adverse effects in therapeutic use"
9903,"E9452","Adv eff skelet musc relx","Skeletal muscle relaxants causing adverse effects in therapeutic use"
9904,"E9453","Adv eff musc agt NEC/NOS","Other and unspecified drugs acting on muscles causing adverse effects in therapeutic use"
9905,"E9454","Adv eff antitussives","Antitussives causing adverse effects in therapeutic use"
9906,"E9455","Adv eff expectorants","Expectorants causing adverse effects in therapeutic use"
9907,"E9456","Adv eff anti-common cold","Anti-common cold drugs causing adverse effects in therapeutic use"
9908,"E9457","Adv eff antiasthmatics","Antiasthmatics causing adverse effects in therapeutic use"
9909,"E9458","Adv eff resp drg NEC/NOS","Other and unspecified respiratory drugs causing adverse effects in therapeutic use"
9913,"E9463","Adv eff emollient/demulc","Emollients, demulcents, and protectants causing adverse effects in therapeutic use"
